cap,nom_cap,art,inciso
Disposiciones transitorias,disposiciones transitorias,5,"No obstante lo dispuesto en el número 6 º del artí­culo 32, mantendrán su vigencia los preceptos legales que a la fecha de promulgación de esta ConstituciÃ³n hubieren reglado materias no comprendidas en el artÃ­culo 63, mientras ellas no sean expresamente derogadas por ley."
Disposiciones transitorias,disposiciones transitorias,6,"Sin perjuicio de lo dispuesto en el inciso tercero del número 20 º del artí­culo 19, mantendrán su vigencia las disposiciones legales que hayan establecido tributos de afectación a un destino determinado, mientras no sean expresamente derogadas."
Disposiciones transitorias,disposiciones transitorias,7,"El indulto particular será siempre procedente respecto de los delitos a que se refiere el artí­culo 9 º cometidos antes del 11 de m arzo de 1990. Una copia del Decreto respectivo se remitirá, en carÃ¡cter reservado, al Senado."
Disposiciones transitorias,disposiciones transitorias,8,"Las normas del capí­tulo VII ""Ministerio Público"", regirán al momento de entrar en vigencia la ley orgÃ¡nica constitucional del Ministerio Público. Esta ley podrÃ¡ establecer fechas diferentes para la entrada en vigor de sus disposiciones, como tambiÃ©n determinar su aplicación gradual en las diversas materias y regiones del paÃ­s.El capÃ­tulo VII ""Ministerio PÃºblico"", la ley orgÃ¡nica constitucional del Ministerio PÃºblico y las leyes que, complementando dichas normas, modifiquen el CÃ³digo OrgÃ¡nico de Tribunales y el CÃ³digo de Procedimiento Penal, se aplicarÃ¡n exclusivamente a los hechos acaecidos con posterioridad a la entrada en vigencia de tales disposiciones."
Disposiciones transitorias,disposiciones transitorias,9,"No obstante lo dispuesto en el artí­culo 87, en la quina y en cada una de las ternas que se formen para proveer por primera vez los cargos de Fiscal Nacional y de fiscales regionales, la Corte Suprema y las Cortes de Apelaciones podrán incluir, respectivamente, a un miembro activo del Poder"
Disposiciones transitorias,disposiciones transitorias,10,"Las atribuciones otorgadas a las municipalidades en el artí­culo 121, relativas a la modificación de la estructura orgánica, de personal y de remuneraciones, serÃ¡n aplicables cuando se regulen en la ley respectiva las modalidades, requisitos y limitaciones para el ejercicio de estas nuevas competencias."
Disposiciones transitorias,disposiciones transitorias,11,"En el aí±o siguiente a la fecha de publicación de la presente ley de reforma constitucional no podrán figurar en las nóminas para integrar la Corte Suprema quienes hayan desempeÃ±ado los cargos de Presidente de la República , diputado, senador, Ministro de Estado, intendente, gobernador o alcalde."
Disposiciones transitorias,disposiciones transitorias,12,"El mandato del Presidente de la República en ejercicio será de seis aÃ±os, no pudiendo ser reelegido para el perÃ­odo siguiente."
Disposiciones transitorias,disposiciones transitorias,13,"El Senado estará integrado únicamente por senadores electos en conformidad con el artÃ­culo 49 de la Constitución PolÃ­tica de la República y la Ley Orgánica Constitucional sobre Votaciones Populares y Escrutinios actualmente vigentes.Las modificaciones a la Ley OrgÃ¡nica Constitucional sobre Votaciones Populares y Escrutinios que digan relaciÃ³n con el nÃºmero de senadores y diputados, las circunscripciones y distritos existentes, y el sistema electoral vigente, requerirÃ¡n del voto conforme de las tres quintas partes de los diputados y senadores en ejercicio."
Disposiciones transitorias,disposiciones transitorias,14,"El reemplazo de los actuales Ministros y el nombramiento de los nuevos integrantes del Tribunal Constitucional, se efectuará conforme a las reglas siguientes:Los actuales Ministros nombrados por el Presidente de la República , el Senado, la Corte Suprema y el Consejo de Seguridad Nacional se mantendrán en funciones hasta el tÃ©rmino del perÃ­odo por el cual fueron nombrados o hasta que cesen en sus cargos.El reemplazo de los Ministros designados por el Consejo de Seguridad Nacional corresponderÃ¡ al Presidente de la República.El Senado nombrarÃ¡ tres Ministros del Tribunal Constitucional, dos directamente y el tercero previa propuesta de la CÃ¡mara de Diputados. Ãste Ãºltimo durarÃ¡ en el cargo hasta el mismo dÃ­a en que cese el actualmente nombrado por el Senado o quiÃ©n lo reemplace en conformidad al inciso sÃ©ptimo de este artÃ­culo, y podrÃ¡ ser reelegido.Los actuales Ministros de la Corte Suprema que lo sean a su vez del Tribunal Constitucional, quedarÃ¡n suspendidos temporalmente en el ejercicio de sus cargos en dicha Corte, seis meses despuÃ©s que se publique la presente reforma constitucional y sin afectar sus derechos funcionarios. ReasumirÃ¡n esos cargos al tÃ©rmino del perÃ­odo por el cual fueron nombrados en el Tribunal Constitucional o cuando cesen en este Ãºltimo por cualquier motivo.La Corte Suprema nominarÃ¡, en conformidad a la letra c) del ArtÃ­culo 92, los abogados indicados en la medida que se vayan generando las vacantes correspondientes. No obstante, el primero de ellos serÃ¡ nombrado por tres aÃ±os, el segundo por seis aÃ±os y el tercero por nueve aÃ±os. El que haya sido nombrado por tres aÃ±os podrÃ¡ ser reelegido.Si alguno de los actuales Ministros no contemplados en el inciso anterior cesare en su cargo, se reemplazarÃ¡ por la autoridad indicada en las letras a) y b) del artÃ­culo 92, segÃºn corresponda, y su perÃ­odo durarÃ¡ por lo que reste a su antecesor, pudiendo Ã©stos ser reelegidos.Los Ministros nombrados en conformidad a esta disposición deberÃ¡n ser designados con anterioridad al 11 de diciembre de 2005 y entrarÃ¡n en funciones el 1 de enero de 2006."
Disposiciones transitorias,disposiciones transitorias,15,"Los tratados internacionales aprobados por el Congreso Nacional con anterioridad a la entrada en vigor de la presente reforma constitucional, que versen sobre materias que conforme a la Constitución deben ser aprobadas por la mayorí­a absoluta o las cuatro sÃ©ptimas partes de los diputados y senadores en ejercicio, se entenderá que han cumplido con estos requisitos.Las contiendas de competencia actualmente trabadas ante la Corte Suprema y las que lo sean hasta la entrada en vigor de las modificaciones al CapÃ­tulo VIII, continuarÃ¡n radicadas en dicho órgano hasta su total tramitaciÃ³n.Los procesos iniciados, de oficio o a peticiÃ³n de parte, o que se iniciaren en la Corte Suprema para declarar la inaplicabilidad de un precepto legal por ser contrario a la ConstituciÃ³n , con anterioridad a la aplicaciÃ³n de las reformas al CapÃ­tulo VIII, seguirÃ¡n siendo de conocimiento y resoluciÃ³n de esa Corte hasta su completo tÃ©rmino."
Disposiciones transitorias,disposiciones transitorias,16,Las reformas introducidas al Capí­tulo VIII entran en vigor seis meses después de la publicación de la presente reforma constitucional con la excepciÃ³n de lo regulado en la disposiciÃ³n decimocuarta.
Disposiciones transitorias,disposiciones transitorias,17,Las Fuerzas de Orden y Seguridad Pública seguirán siendo dependientes del Ministerio encargado de la Defensa Nacional hasta que se dicte la nueva ley que cree el Ministerio encargado de la Seguridad Pública.
Disposiciones transitorias,disposiciones transitorias,18,"Las modificaciones dispuestas en el artí­culo 57, N º 2, comenzarán a regir despuÃ©s de la próxima elecciÃ³n general de parlamentarios."
Disposiciones transitorias,disposiciones transitorias,19,"No obstante, la modificación al Artí­culo 16 N ° 2 de esta Constitución, tambiÃ©n se suspenderá el derecho de sufragio de las personas procesadas por hechos anteriores al 16 de Junio de 2005, por delitos que merezcan pena aflictiva o por delito que la ley califique como conducta terrorista."
Disposiciones transitorias,disposiciones transitorias,20,"En tanto no se creen los tribunales especiales a que alude el párrafo cuarto del número 16 ° del ArtÃ­culo 19, las reclamaciones motivadas por la conducta Ã©tica de los profesionales que no pertenezcan a colegios profesionales, serán conocidas por los tribunales ordinarios."
Disposiciones transitorias,disposiciones transitorias,21,"La reforma introducida en el numeral 10 º del artí­culo 19, que establece la obligatoriedad del segundo nivel de transición y el deber del Estado de financiar un sistema gratuito a partir del nivel medio menor, destinado a asegurar el acceso a Ã©ste y sus niveles superiores, entrará en vigencia gradualmente, en la forma que disponga la ley."
Disposiciones transitorias,disposiciones transitorias,22,"Mientras no entren en vigencia los estatutos especiales a que se refiere el artí­culo 126 bis, los territorios especiales de Isla de Pascua y Archipiélago Juan Fernández continuarÃ¡n rigiÃ©ndose por las normas comunes en materia de división polÃ­tico-administrativa y de gobierno y administraciÃ³n interior del Estado."
Disposiciones transitorias,disposiciones transitorias,23,"Las reformas introducidas a los artí­culos 15 y 18 sobre voluntariedad del voto e incorporación al registro electoral por el solo ministerio de la ley, regirán al momento de entrar en vigencia la respectiva ley orgÃ¡nica constitucional a que se refiere el inciso segundo del artÃ­culo 18 que se introduce mediante dichas reformas."
Disposiciones transitorias,disposiciones transitorias,24,"El Estado de Chile podrá reconocer la jurisdicción de la Corte Penal Internacional en los tÃ©rminos previstos en el tratado aprobado en la ciudad de Roma, el 17 de julio de 1998, por la Conferencia Diplomática de Plenipotenciarios de las Naciones Unidas sobre el establecimiento de dicha Corte."
Disposiciones transitorias,disposiciones transitorias,24,"Al efectuar ese reconocimiento, Chile reafirma su facultad preferente para ejercer su jurisdicción penal en relación con la jurisdicción de la Corte. Esta última será subsidiaria de la primera, en los tÃ©rminos previstos en el Estatuto de Roma que creÃ³ la Corte Penal Internacional."
Disposiciones transitorias,disposiciones transitorias,24,"La cooperación y asistencia entre las autoridades nacionales competentes y la Corte Penal Internacional, así­ como los procedimientos judiciales y administrativos a que hubiere lugar, se sujetarán a lo que disponga la ley chilena."
